# upstream	https://github.com/erha19/ping-island.git
# commit	da130d679e830894240e926184d29751dfd2def1
path	disposition	license	ownership_and_action
releases/notes/0.13.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.13.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.14.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.15.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.15.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.15.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.15.3.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.16.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.17.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.18.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.18.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.19.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.19.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.2.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.20.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.21.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.21.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.22.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.23.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.23.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.24.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.24.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.24.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.25.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.25.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.25.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.3.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.3.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.3.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.4.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.4.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.5.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.5.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.5.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.5.3.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.6.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.7.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.7.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.7.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.8.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.8.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.9.0.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.9.1.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.9.2.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/0.9.3.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
releases/notes/README.md	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/build-app-store.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/build.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/create-release.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/create-styled-dmg.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/debug-codex-hook.py	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/embed-ping-island-bridge.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/generate-dmg-background.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/generate-keys.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/lib/dmg-layout.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/AutoUpdatePosterExporterMain.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/MascotGIFExporterMain.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/OpenClawPosterExporterMain.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/ReleaseHighlightsPosterExporterMain.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/SSHClaudePosterExporterMain.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/mascot-export/SessionStubs.swift	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/package-release.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/package-unsigned.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-app-icons.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-auto-update-poster.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-codebuddy-workbuddy-poster.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-mascots.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-openclaw-poster.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-release-highlights-posters.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/render-ssh-claude-poster.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
scripts/test.sh	exclude-until-parity	Apache-2.0	not in first Claude+Codex core slice; reconsider only in its dependency-satisfied parity package
